,summaryID,candidate,gold,title,grammatical_correctness_1,arrangement_1,quality_1,conciseness_1,exhaustiveness_1,subjectiveScore_1,annotator_1,grammatical_correctness_2,arrangement_2,quality_2,conciseness_2,exhaustiveness_2,subjectiveScore_2,annotator_2,url
422,422,"Godse, a right-wing activist, had assassinated the Mahatma on January 30, 1948. Petitioner Ashutosh Bansal had demanded the charge sheet and Godses statement, among other details, from Delhi Police.","The Central Information Commission has ordered to make public the statement of Nathuram Godse along with other records related to Mahatma Gandhi's assassination. ""One may disagree with Nathuram Godse and his co-accused but we cannot refuse disclosure or circulation of his opinion,"" CIC stated. The CIC said since the information is more than 20 years old, it cannot be withheld.",Disclose Godse's statement in Gandhi murder trial: CIC,5,4,4,3,2,3,shradha,5,5,5,3,2,4,raj,http://indiatoday.intoday.in/story/disclose-godses-statement-in-gandhi-assassination-trial-cic/1/885249.html 
423,423,"Akshay Kumar and Hrithik Roshan apparently coming together to star in a film. The two-hero film has virtually vanished from Bollywood. Up till 2000s, films with multiple heroes were a norm.","As per reports, actors Akshay Kumar and Hrithik Roshan will feature together in an upcoming film. A source quoted, ""They have found a great script which is perfect and they both have lead roles."" In an earlier interview, Akshay had said that he is open to the idea of doing a film which features two actors in lead roles.","Akshay, Hrithik to feature together in film: Reports",5,5,5,3,2,3,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/akshay-kumar-hrithik-roshan-kaabil-jolly-llb-2-two-hero-film/1/884958.html 
424,424,Former India captain Ravi Shastri warns some nations against taking advantage of the current mess that Indian Cricket Board is in. He also backs BCCI to demand every penny it deserves from the ICC for being the biggest revenue generator.,"Former Indian cricket team director Ravi Shastri said that a few nations' cricket boards are making a big mistake by trying to take advantage of the current mess that the BCCI is in. ""My warning to such people is, beware...This state of flux will not last for long. BCCI will be back where they belong very very soon,"" Shastri said.",BCCI will be back where they belong very soon: Shastri,5,5,5,4,4,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/bcci-icc-ravi-shastri/1/884902.html 
425,425,"AIMIM chief Asaduddin Owaisi has described Prime Minister Narendra Modi and Akhilesh Yadav as two sides of the same coin. He said both ""failed"" to stop riots in their states as chief ministers. He also accused SP and BSP of trying to fool Muslim voters.","AIMIM President Asaduddin Owaisi said both UP CM Akhilesh Yadav and former Gujarat CM Narendra Modi failed to stop riots in their states. ""Riots happened in Muzaffarnagar but the CM failed to provide justice to victims. How does it make him any different from Modi?"" he asked. ""Akhilesh is grabbing Muslim votes by scaring them with BJP's name,"" he added.","Modi, Akhilesh failed to stop riots in their states: Owaisi",5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/modi-akhilesh-two-sides-of-same-coin-owaisi/1/884159.html 
426,426,Virender Sehwag and Ashish Nehra started playing for Delhi together in 1997-98 season. The two young men were close off the field as well and formed a bond that would last for decades.,"Ashish Nehra has shared anecdotes from his early cricketing days with Virender Sehwag, when both of them would go to Delhi's Feroz Shah Kotla stadium on a scooter. ""Viru would come to my house early and wake me up...He would drive to the ground while I would nap, and I would drive back on the return journey.,"" said Nehra.",Nehra talks about his 'scooter days' with Virender Sehwag,5,5,4,2,2,2,shradha,5,5,5,5,4,4,raj,http://indiatoday.intoday.in/story/virender-sehwag-ashish-nehra-virugyaan-twitter-troll/1/884078.html 
427,427,"The BJP has alleged that what was initially a tactict understanding has now come out in the open. The poster which has raised many eyebrows is from the Vadkhal-vashi segment of the Raigad Zilla Parishad elections. The Congress, Shivsena and local parties have formed a united front against the NCP there.","A poster of Shiv Sena chief Uddhav Thackeray and Congress President Sonia Gandhi has been released on social media to show the collaboration between the two parties for the upcoming Zilla Parishad elections in Raigad district. Congress, Shiv Sena and local parties have reportedly formed a united front against the NCP there.","Uddhav Thackeray, Sonia Gandhi appear on poster together",5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/bjp-ncp-shiv-sena-congress-alliance-maharashtra-raigad/1/883991.html 
428,428,"Indian Railways is the world?s fourth largest in terms of network. It runs 11,000 trains every day on tracks that spread over 60,000 km in length. It employs close to 1.54 million people, making it the seventh-largest employer in the world.","The 'Ib' railway station, located near Jharsuguda in Odisha, and 'Od' railway station in Gujarat have the shortest railway station names in India, consisting of only two letters. Meanwhile, the 'Venkatanarasimharajuvaripeta' railway station located in Andhra Pradesh is known to have the longest railway station name in India with 28 letters.",'Ib' is the shortest railway station name in India ,5,2,1,1,1,1,shradha,5,5,5,3,3,3,raj,http://www.hindustantimes.com/india/10-interesting-facts-about-indian-railways/story-870NW1wmHjJOVNvWMNIQuL.html?utm_source=inshorts&utm_medium=inshorts_full_article&utm_campaign=inshorts_full_article 
429,429,"Gang allegedly committed five back-to-back car robberies within 48 hours in Delhi. Two adult members, including kingpin Lokesh Shokeen, 22, were arrested and their two alleged juvenile accomplices apprehended. Five robbed four-wheelers, including two SUVs, I-phone 6 and other items, were recovered from them.","The crime branch of Delhi Police has busted a gang of four alleged carjackers who learned how to rob cars by playing Grand Theft Auto game on Playstation. This gang allegedly committed five car robberies within 48 hours in west, northwest and outer Delhi. The arrested people include two adults and two juveniles, the police informed.",Playstation games inspired youngsters to become carjackers,5,5,4,2,3,3,shradha,5,5,5,5,5,5,raj,http://www.hindustantimes.com/delhi/delhi-play-station-games-inspired-youngsters-to-become-carjackers/story-YehB31u1xRo9jaWGlNLcZP.html 
430,430,"Antonio Ferrari, who owns a wine bar in the northern city of Padua, came up with the idea. He spotted a party of 11 at one of his tables, including five children sitting ?with much composure? Ferrari rewarded the group with a 5% sconto.","A restaurant owner in Italy has been offering families a 5% discount if their children are well-behaved. Antonio Ferrari, who does not have children of his own, estimated that about 30% of parents do not know how to handle their children at lunchtime. However, the 40-year-old said he was not being judgemental, adding, ""I imagine how difficult parenting is today.""",Italian restaurant offers discount for well-behaved children,5,5,3,2,2,3,shradha,3,5,3,5,4,3,raj,https://www.theguardian.com/world/2017/feb/14/penne-saving-polite-children-discount-italian-restaurant?CMP=edit_2221 
431,431,MNS supremo Raj Thackeray today slammed the Shiv Sena alleging that it was using its founder Balasaheb's pictures in its campaign to hide its corruption. Raj targeted BJP over demonetisation saying that the BJP amassed all the money post note ban. Raj initially had plans of addressing 36 rallies across the state but cut down to six rallies following his son Amit's hospitalisation.,"Addressing a rally ahead of BMC polls, MNS chief Raj Thackeray on Tuesday alleged Shiv Sena is using its Founder Balasaheb Thackeray?s name to hide its corruption. He further said Sena wants to usurp the plush sea-facing Mayor Bungalow under the name of Balasaheb memorial. ""And they (Sena) plan to shift the Mayor inside the Zoo premises,"" he added.",Shiv Sena using Balasaheb?s name to hide its corruption: Raj,5,5,3,3,2,2,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/shiv-sena-balasaheb-bmc-polls-raj-thackeray-demonetisation-bjp/1/883129.html 
432,432,"Supreme Court admitted a plea which said ""equal respect and status"" should be given to National Song Vande Mataram too. This was one of the several intervention applications filed by people who opposed to the November 30 order. The court on Tuesday clarified that the audience need not stand when the National Anthem is played as a part of the storyline of a film.","After the Supreme Court made it mandatory to play the National Anthem in all cinema halls, a petition by an apex court lawyer has demanded ""equal respect and status"" for National Song Vande Mataram. ""On January 24, 1950, Jana Gana Mana and Vande Mataram both songs were adopted of equal honour with each other and equal status,"" said the petitioner. n","Vande Mataram needs equal status, respect: SC lawyer",5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/national-anthem-supreme-court-vande-mataram-plea-equal-status-respect/1/883145.html 
433,433," NHRC has received over 14,600 cases of bonded labour since its inception. The rights panel chief also shared the number of complaints on bonded labour received by NHRC since 1993. Maximum violation cases were reported from Odisha (9,983)","Over 14,000 cases of bonded labour have been received since 1993 to January 31, 2017, out of which 13,266 were disposed of, NHRC has reported. It would be wrong to think bonded labour is a thing of past, as it can be found even today in not only agriculture but also in other sectors, said NHRC Chairperson HL Dattu.",14K bonded labour cases from 1993 to Jan 31 2017: NHRC,5,5,5,5,5,5,shradha,5,5,5,5,4,5,raj,http://indiatoday.intoday.in/story/14614-bonded-labour-cases-from-1993-to-jan-31-this-yr-nhrc/1/883027.html 
434,434,"Of the 2,09,519 cases reported last year, 1,53,562 cases could not be cracked. In 2015, the proportion of cases that were unsolved was 72.78%. Most of the cases that remained unsolved were street crimes.","Crime in Delhi increased for the third straight year in 2016 and three out of every four cases went unsolved, according to official data. Women made a distress call to the helplines every nine minutes on an average, a molestation complaint was received every two hours and a rape case was registered every four hours, the data revealed.",Crime rises in Delhi with a rape case reported every 4 hours,5,5,4,3,2,3,shradha,5,5,5,5,4,5,raj,http://www.hindustantimes.com/delhi/unsafe-capital-there-s-a-rape-every-4-hours-in-delhi/story-8GtiB5CAX6DMOG5zRnPFHK.html 
435,435,"India witnessed the maximum bombings in the world last year, even more than war-torn Iraq and Afghanistan, according to a report. There were 406 such incidents, which include IED and ordnance explosive blasts, in the country. Iraq came second with almost half the number at 221.","India witnessed the maximum bombings worldwide in 2016, according to a report by the National Bomb Data Centre. While there were 406 bombing incidents, including IED and ordnance explosive blasts, in India, Iraq came second with almost half the number at 221. Notably, Pakistan witnessed 161 bombing incidents in 2016, followed by Afghanistan at 132 and Turkey at 92.",India witnessed maximum bombings worldwide in 2016: Report,5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/india-saw-max-bombings-across-globe-in-2016-report/1/882548.html 
436,436,"The Delhi high court on Tuesday stayed a controversial nursery admission notification by the AAP government. The notification made 298 private unaided schools, built on public land, to accept admission forms based only on the neighbourhood or distance criteria. Tuesday?s order will give the schools a free hand to admit toddlers using their own criteria.","The Delhi High Court on Tuesday stayed the AAP government's nursery admission norm, which made it mandatory for private unaided schools to accept admission forms based on the neighbourhood criteria. Justice Manmohan termed the notification as ""arbitrary, unreasonable and against public interest."" The notification gave priority to people living within a radius of 1 kilometre from the school. ",HC stays AAP govt's distance criteria for nursery admissions,5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://www.hindustantimes.com/delhi/delhi-hc-stays-aap-govt-s-neighbourhood-criteria-for-nursery-admissions-to-private-schools/story-d5f86MXiNtrcjsit2IWGhN.html 
437,437,"A suicide bomber struck a public demonstration in Pakistan's Lahore city on Monday evening. At least 16 people, including two senior police officers, were killed and nearly 40 were injured. A group of chemists and pharmaceutical manufacturers were protesting against the Paunjab government's new Drug Bill at Charing Cross.","At least 16 people, including a police DIG and an SSP, were killed and 40 others were injured in a bomb explosion outside the Punjab Assembly in Lahore, Pakistan, according to reports. The explosion occurred during a protest by chemists and pharmaceuticals against the government, reports added. Pakistani Taliban's faction Jamaat-ul-Ahrar reportedly claimed responsibility for the blast.","At least 16 killed, 40 injured in bomb blast in Lahore",5,5,5,4,4,4,shradha,5,5,5,5,4,5,raj,http://indiatoday.intoday.in/story/pakistan-lahore-blast/1/881858.html 
438,438,NSE will seek approval of its shareholders on March 7 for his appointment and remuneration package. The compensation package payable to him would include a fixed pay component of little over Rs 6 crore per annum and variable pay of Rs 2 crore per year.,"Leading stock exchange NSE has proposed a pay package of ?8 crore per annum for its new CEO Vikram Limaye. Limaye's annual pay would be nearly double that of the total remuneration earned by the chiefs of rivals BSE and MSEI. At a meeting, NSE will seek shareholders' approval for Limaye's appointment for five years and his remuneration package. ",Vikram Limaye to get ?8 crore a year as NSE CEO,5,5,5,4,4,4,shradha,5,5,5,5,3,4,raj,http://indiatoday.intoday.in/story/limaye-to-get-rs-8-cr-package-at-nse-egm-called-next-month/1/880926.html 
439,439,"Vishal Sikka, the embattled chief of Infosys, today said he has always shared a ""heartfelt, warm relationship"" with the companys co-founder N R Narayana Murthy. Sikka said the two usually discussed topics like quantum physics and technology whenever they met.","The CEO of Infosys Vishal Sikka on Monday said that he has always shared a ""heartfelt, warm relationship"" with the company's Co-founder Narayana Murthy. Describing Murthy as an ""incredible man"", Sikka said, ""I meet Mr Murthy quite frequently... probably meet him 5-6 times a year."" He further said that his relationship with the company's founders is ""wonderful"".",Have a heartfelt and warm relationship with Murthy: Sikka,5,5,5,5,5,5,shradha,5,5,5,5,3,4,raj,http://indiatoday.intoday.in/story/have-a-heartfelt-warm-relationship-with-murthy-sikka/1/881390.html 
440,440,'Sachin: A Billion Dreams' is set to release on May 26. Tendulkar announced his retirement from the Indian Premier League in 2013. The teaser of the movie takes you down memory lane.,"Sachin Tendulkar announced on Twitter that his biopic, 'Sachin: A Billion Dreams' will release on May 26. Incidentally, this is the same date, Sachin announced his IPL retirement in 2013. ""The answer to the question that everyone's asking me is here. Mark your calendars and save the date,"" Sachin tweeted. The James Erskine-directed movie features music by AR Rahman.",Sachin Tendulkar unveils release date of his biopic,5,5,5,3,3,3,shradha,5,5,5,5,4,5,raj,http://indiatoday.intoday.in/story/sachin-tendulkar-sachin-tendulkar-a-billion-dreams-biography/1/881471.html 
441,441,"The indigenous AEW&C system has been developed by Bengaluru based CABS and integrated onto a Brazilian built Embraer-145 aircraft. It is equipped with a 240-degree coverage radar and can detect, identify and classify threats in the surveillance area. It will also act as a Command and Control Centre to support Air Defence operations.","Indian Air Force will induct the country's first indigenous all-weather airborne early warning and control (AEW&C) system, also called the 'eye in the sky', on February 14, the first day of Aero India 2017. The system will have the capability to detect incoming fighters, cruise missiles and even drones from both Pakistan and China, according to reports.",IAF to induct first indigenously developed 'eye in the sky',5,4,3,3,3,4,shradha,5,5,5,4,4,4,raj,http://indiatoday.intoday.in/story/drdo-iaf-airborne-early-warning-and-control-aircraft-cabs-bengaluru/1/880527.html 
442,442,"Ravichandran Ashwin completed a milestone of fastest 250 Test wickets. India batsman Cheteshwar Pujara feels that what makes Ashwin such a cerebral bowler is the fact that he ""thinks like a batsman"" The wicket is now offering turn which they expected from third day onwards.","Indian cricketer Cheteshwar Pujara feels that Ravichandran Ashwin ""thinks like a batsman"", which makes him such a dangerous bowler. ""The kind of brain he has, he thinks as a batsman, what are his weaknesses and areas he needs to bowl. I think it's his experience that makes him one of the strike bowlers in this team,"" Pujara said.",Ashwin thinks like a batsman while bowling: Pujara,5,3,5,3,3,3,tarang2,5,5,5,5,4,5,raj,http://indiatoday.intoday.in/story/ravichandran-ashwin-ravichandran-ashwin-india-vs-bangladesh/1/881138.html 
443,443,Mulayam rooting for the Lok Dal candidate is significant. The party exists mainly on paper and is distinct from the Rashtriya Lok Dal. Not one member of the larger Yadav clan has been out seeking votes for Shivpal.,"Samajwadi Party patriarch Mulayam Singh Yadav on Saturday campaigned for his brother Shivpal Singh Yadav in Etawah and also sought votes for a Lok Dal candidate. He, however, didn't mention UP CM Akhilesh Yadav's name. This came amid reports that some Mulayam's loyalists, who were denied tickets by the SP, are now contesting on the Lok Dal ticket.","Mulayam campaigns for Shivpal, seeks votes for Lok Dal",5,5,5,5,5,5,shradha,5,5,5,4,3,4,raj,http://indiatoday.intoday.in/story/mulayam-campaigns-against-akhilesh-backs-lok-dal-cadidate-at-shivpal-rally-in-etwah/1/880602.html 
444,444,"Indian-born CEO Satya Nadella says Microsoft has to ""look like everyone and every organisation in the world"" His comments come against the backdrop of a divisive and anti-immigrant rhetoric engulfing the US under the presidency of Donald Trump.","Microsoft's India-born CEO Satya Nadella while talking about the importance of diversity and inclusion at a recent event said inclusion at his company shows up in every meeting, starting with him. ""Microsoft has to look like everyone and every organisation in the world,"" said Nadella. ""Inclusion is a cultural piece we all have to work on every day,"" he added.","Inclusion shows in every meeting, starting with me: Nadella",5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/microsoft-must-look-like-everyone-every-organisation-nadella/1/880821.html 
445,445,"News Corp-backed portal tracks primary residential markets of nine cities. Gurgaon, Noida, Mumbai, Pune, Bengaluru, Hyderabad, Chennai, Kolkata and Ahmedabad. Housing sales across these nine cities declined by 20% to 43,512 units.","Realty portal PropTiger has said that its monthly average housing sales fell 40% during November-December 2016 in top nine cities because of the government's demonetisation move. New home launches fell 49% in the period, the company added. News Corp-backed PropTiger, which recently merged with real estate search portal Housing, laid off 200 employees this week in a restructuring exercise.",Monthly housing sales fell 40% on demonetisation: PropTiger,5,5,5,3,2,3,shradha,5,5,5,5,4,5,raj,http://indiatoday.intoday.in/story/housing-sales-fell-40percent-in-nov-dec-on-demonetisation-proptiger/1/880836.html 
446,446,"The iconic brand Ambassador, which used to be a symbol of the high and mighty in power corridors, has changed hands. Hindustan Motors is selling it to European auto major Peugeot for Rs 80 crore.","Kolkata-based automaker Hindustan Motors on Friday sold the iconic Ambassador car brand to French car manufacturer Peugeot in a deal worth ?80 crore. Hindustan Motors began manufacturing the Ambassador car in 1958, which was also used by several Prime Ministers. The production of the car stopped nearly three years ago in May 2014.",Ambassador car brand sold to Peugeot for ?80 crore,5,5,5,5,4,4,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/ambassador-brand-now-gets-a-new-owner-in-peugeot/1/880097.html 
447,447,Amitabh Bachchan has advised Rajinikanth not to go for active politics. Kamal Haasan backed O Panneerselvam to take charge of Tamil Nadu.,"As per reports, actor Rajinikanth has been advised by senior RSS ideologue S Gurumurthy to launch his political party. Sources suggest that Gurumurthy's proposal is part of BJP's plan to enter Tamil Nadu. While Rajinikanth is currently seeking opinion from his well-wishers, reportedly, actor Amitabh Bachchan has advised him against joining politics.",Rajinikanth may launch his political party: Reports,5,5,3,2,2,2,shradha,5,5,5,5,4,5,raj,http://indiatoday.intoday.in/story/tamil-superstar-rajinikanth-may-launch-party-on-rss-ideologues-advice/1/879685.html 
448,448,Alastair Cook stepped down as England Test captain after 59 matches in charge. The 32-year-old had taken over from Andrew Strauss and since became England's most successful captain in the traditional format. Cook led England to 24 victories but also oversaw 22 defeats during his tenure.,"Former Australian spinner Shane Warne has said ex-English skipper Alastair Cook is ""one of those guys you wouldn't mind your daughter marrying"". Talking on Cook stepping down from captaincy, Warne said, ""He's respected and he's gone about it with a lot of class. He went through some tough times when a lot of us, me included, thought he wasn't suited.""",Cook is the guy you won't mind your daughter marrying: Warne,5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/alastair-cook-shane-warne-australia-england-captaincy/1/877694.html 
449,449,Neil Nitin Mukesh and Rukmini Sahay tied the knot in a traditional Hindu style. The big fat Indian wedding saw almost 500 guests in Udaipur. Neil looked royal in a maroon sherwani.,"Actor Neil Nitin Mukesh got married to Rukmini Sahay on Thursday in Udaipur. Rukmini wore a red and orange lehenga embellished with stones, resham and sadhi work, while Neil wore a gold and maroon sherwani for the wedding. Both outfits were designed by Sarath Krishnan. Bollywood celebrities including Rishi Kapoor and Pamela Chopra, late Yash Chopra's wife, attended the wedding.",Neil Nitin Mukesh marries Rukmini Sahay in Udaipur,5,5,5,5,5,5,shradha,5,5,5,5,4,5,raj,http://indiatoday.intoday.in/story/neil-nitin-mukesh-rukmini-sahay-wedding-udaipur-photos/1/879481.html 
450,450,"Pakistan claims India is building a ""secret nuclear city"" and has accumulated a stockpile of nuclear weapons. Foreign Office spokesman Nafees Zakaria also alleged that India has been conducting tests on inter-continental missiles. He asked the international community to take note of ""Indian drive"" to have more deadly weapons and check ""rapid expansion"" of its conventional and non-conventional weapons.","Pakistan on Thursday claimed that India is building a ""secret nuclear city"" and has accumulated a stockpile of nuclear weapons which threatens to undermine the strategic balance of power in the region. Foreign Office (FO) spokesman Nafees Zakaria made the remarks at the weekly press briefing while expressing concern over the ""Indian defence buildup"". However, India has rubbished Pakistan's claims.","India building secret nuclear city, claims Pakistan",5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/india-building-secret-nuclear-city-claims-pakistan/1/878873.html 
451,451,"Hitachi Payments Services today accepted its systems were compromised by a sophisticated malware in mid-2016. The company made the acknowledgement following the receipt of final assessment report from payments and information security audit firm SISA Information Security. The amount of data exfiltrated is ""unascertainable due to secure deletion""","Hitachi Payment Services on Thursday confirmed its systems were hit by malware in 2016, that let hackers steal information from 32 lakh debit cards in India. A loss of ?1.3 crore was suffered by over 600 customers in one of India's biggest cyber security breaches. The compromise period has been identified between May 21 and July 11, 2016.",Hitachi admits 32 lakh debit cards were compromised in 2016,5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/hitachi-owns-up-systems-compromised-in-2016-leading-to-scare/1/878658.html 
452,452,CISF has given a makeover to its staff posted at the entry gate of Delhi airport. The CISF men from now on will wear suits and ties instead of the standard issue force uniform. Officials said that there was a general feeling that passengers were more comfortable dealing with well-dressed staff.,"The Central Industrial Security Force (CISF) personnel staffed at Terminal 1 and 3 of Delhi Airport will now wear suits instead of standard force uniform, according to reports. They have been asked to wear blazers and trousers with a white shirt and tie. The dress code will be implemented at other airports too based on passenger response, said an official.",CISF personnel at Delhi Airport to wear suits,5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://www.hindustantimes.com/delhi/dressed-for-action-cisf-personnel-guarding-delhi-airport-get-suits-ties/story-2csvqxM7ppDmABn2FUIN6N.html 
453,453,"Shruti Ulfat and three others were arrested on February 8, for apparently posing with a rare species of snake, and sharing the picture on a social media site. Nitin Solanki, Utkarsh Bali and Pearl Puri, a part of the production team have also been arrested. Cobra is a reptile protected under the Wildlife Conservation Act, 1972.","Television actress Shruti Ulfat has been arrested for posting a video on social media in October 2016 featuring a protected cobra species. Reportedly, the snake was used during the shooting of her television show 'Nagarjuna-Ek Yodhha'. Ulfat has been charged under Wildlife Protection Act 1972, according to which using the cobra for shooting or in pictures is an offence. nnnnn",TV actress arrested for posting video with protected cobra,5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/jamai-raja-actress-shruti-ulfat-arrested-snake-cobra-wildlife-lifetv/1/878620.html 
454,454,"Khalid Muhammad, 13, had to spend 12 - 15 hours everyday lying on his bed with blue lights over him. He had a rare condition called Crigler Najjar Syndrome, which affects 1 in a million babies. The normal bilirubin count is 1; Khalid?s count was 30.","Doctors at Apollo Hospital, Delhi cured a 13-year-old boy suffering from perpetual jaundice. In this rare condition, the liver does not produce an enzyme needed to break down a yellowish by-product of body's processes. The boy had to spend 12-15 hours per day under blue lights to help break it down, leaving liver transplant as the only option, doctors said.",Liver transplant saves life of boy with perpetual jaundice,5,5,4,3,2,2,shradha,5,5,4,5,4,4,raj,http://www.hindustantimes.com/delhi/liver-transplant-saves-the-life-of-a-teen-with-a-syndrome-that-affects-one-in-a-million/story-2aHlA0XVkbAOx7jtntEm2K.html 
455,455,"Over 1,000 new words added to the Merriam-Webster Dictionary for the first time since 2014. The new entries include borrowings from foreign languages as well as words from tech, medicine, pop culture, sports.","Over 1000 new words, including net neutrality and facepalm, were recently added to the Merriam-Webster Dictionary. Seussian, relating to the works of Dr Seuss, and tech term abandonware were also added. Interestingly, the word ghost was given a new meaning - to abruptly cut off all contact with someone by no longer accepting or responding to calls and messages.","Net neutrality, facepalm added to Merriam-Webster Dictionary",5,5,4,3,1,2,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/flotus-face-palm-among-1000-new-merriam-webster-entries/1/877784.html 
456,456,Tamil Nadu's ruling AIADMK is locked in an ugly war within. Acting Chief Minister O Panneerselvam has vowed to stay put in office. Party General Secretary VK Sasikala Natarajan accused him of trying to split the party with the opposition DMK's backing.,"Accusing Tamil Nadu interim CM O Panneerselvam of conniving wth the ""party Amma fought against"", AIADMK chief Sasikala Natarajan asserted that she will give him a big blow for this act of betrayal and disloyalty. She also claimed that her supporters wanted her to take charge immediately after Jayalalithaa's demise, but she couldn't as she was very sad.",Will give a big blow for the act of betrayal: Sasikala,5,5,5,5,4,4,shradha,5,5,5,5,4,5,raj,http://indiatoday.intoday.in/story/sasikala-natarajan-tamil-nadu-cm-o-panneerselvam-aiadmk-dmk-governor/1/877494.html 
457,457,Tamil Nadu's ruling AIADMK is locked in an ugly war within. Acting Chief Minister O Panneerselvam has vowed to stay put in office. Party General Secretary VK Sasikala Natarajan accused him of trying to split the party with the opposition DMK's backing.,"Amid ongoing political turmoil in Tamil Nadu, the Election Commission on Wednesday said no rules were followed by AIADMK to select its temporary General Secretary Sasikala Natarajan. The poll panel has asked for a copy of resolution about her elevation as General Secretary. Earlier, sacked AIADMK leader Sasikala Pushpa had alleged Natarajan?s elevation was carried out in an ""undemocratic manner"".",EC questions Sasikala's elevation as AIADMK Gen Secy,5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/sasikala-natarajan-tamil-nadu-cm-o-panneerselvam-aiadmk-dmk-governor/1/877494.html 
458,458,Tamil Nadu's ruling AIADMK is locked in an ugly war within. Acting Chief Minister O Panneerselvam has vowed to stay put in office. Party General Secretary VK Sasikala Natarajan accused him of trying to split the party with the opposition DMK's backing.,"Tamil Nadu interim CM O Panneerselvam on Wednesday asserted that he has recommended an inquiry commission to probe Jayalalithaa's death. A sitting Supreme Court judge will head the inquiry commission, he said. There were health queries regarding Jayalalithaa raised in the recent past and it was the state's duty to inquire about them, he added.",Panneerselvam orders probe into Jayalalithaa's death,5,5,2,1,1,1,shradha,5,5,5,2,2,2,raj,http://indiatoday.intoday.in/story/sasikala-natarajan-tamil-nadu-cm-o-panneerselvam-aiadmk-dmk-governor/1/877494.html 
459,459,Tamil Nadu's ruling AIADMK is locked in an ugly war within. Acting Chief Minister O Panneerselvam has vowed to stay put in office. Party General Secretary VK Sasikala Natarajan accused him of trying to split the party with the opposition DMK's backing.,"Tamil Nadu Interim CM O Panneerselvam on Wednesday claimed he has the support of 50 MLAs and will prove his strength in the Assembly. ""Union Government is supporting Tamil people. Whoever extends support to Tamil people, we will accept it,"" he added. He also said that he will accept Deepa Jayakumar's (Jayalalithaa?s niece) support, if offered.",Panneerselvam claims support of 50 MLAs,5,5,3,2,2,3,shradha,5,4,5,2,2,5,raj,http://indiatoday.intoday.in/story/sasikala-natarajan-tamil-nadu-cm-o-panneerselvam-aiadmk-dmk-governor/1/877494.html 
460,460,"Prime Minister Narendra Modi says the best time to launch demonetisation is when the economy is in good shape. He also attacked the Congress over the role of ""one family"" in the freedom struggle and said they had neglected the contribution of others. On November 8 last year, Modi announced the banning of high currency notes.","Defending demonetisation, PM Narendra Modi has said, ""When can you have an operation? When the body is healthy."" Modi said since the economy was in strong condition, timing of demonetisation was ""the best"". ""I am taking such decisions which are hurting big people and because of that I am going to face problems. I am ready for that,"" he added.",You can operate when body is healthy: PM Modi on note ban,5,5,4,3,3,4,shradha,5,5,5,3,3,3,raj,http://indiatoday.intoday.in/story/pm-narendra-modi-live-note-ban-demonetisation-parliament/1/876683.html 
461,461,A 5.8 magnitude earthquake rattled Uttarakhand on Monday (February 6) evening. The quake epicentered 31km below the earth surface in Pipalkoti near Rudraprayag. The Himalayas and north India are on particularly shaky ground. Experts have warned of a catastrophic earthquake in north India in near future.,"A study by the Wadia Institute of Himalayan Geology claims that an earthquake more catastrophic than the one experienced in 2015 in Nepal could hit parts of North India soon. The study of tectonic plate movement has revealed that the Indian Plate is moving towards the Eurasian Plate at 45 millimetres per year, building pressure under the region.",Quake bigger than Nepal 2015 may hit North India soon: Study,5,5,5,5,5,5,shradha,5,5,5,5,5,5,raj,http://indiatoday.intoday.in/story/devastating-earthquake-bigger-than-2015-nepal-tremblor-may-hit-north-india-soon-warn-experts/1/876620.html 
